Q1,Q1_1_TEXT,Q1_2_TEXT,Q2,Q2_1_TEXT,Q2_2_TEXT,Q3,Q4,Q4_1_TEXT,Q4_2_TEXT,Q4_3_TEXT,Q5
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Nepal,LF78,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),,https://web.archive.org/web/20210126152533/https://caanepal.gov.np/news-detail/post/revision-suspension-date-domestic-schedule-flights,Sept,Enter number 1-31 here,17,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Armenia,67,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",LF73,https://web.archive.org/web/20210509113527/https://www.primeminister.am/en/press-release/item/2020/08/12/Cabinet-meeting/,Aug,Enter number 1-31 here,12,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Armenia,LF73,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20210501000636/https://www.gov.am/en/covid-travel-restrictions/,Jan,Enter number 1-31 here,12,,,2021
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Slovenia,LF83,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20201011155046/https://www.policija.si/eng/newsroom/news-archive/103470-crossing-the-state-border-during-the-coronavirus-epidemic,Oct,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Slovenia,SN70,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20201011155046/https://www.policija.si/eng/newsroom/news-archive/103470-crossing-the-state-border-during-the-coronavirus-epidemic,Oct,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Algeria,NL2,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),,https://web.archive.org/web/20210517002123/https://www.reuters.com/world/africa/algeria-reopen-air-land-borders-june-1-2021-05-16/,Jun,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Lithuania,RM19,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",8619,https://web.archive.org/web/20210521032244/https://lrv.lt/en/news/quarantine-announced-throughout-the-territory-of-the-republic-of-lithuania-attached-resolution-3,May,Enter number 1-31 here,30,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Lithuania,8619,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",RM18,https://web.archive.org/web/20210126060556/https://lrv.lt/en/news/quarantine-announced-throughout-the-territory-of-the-republic-of-lithuania-attached-resolution-5,Jun,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Lithuania,RM18,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",12692,https://web.archive.org/web/20200622033711/http://koronastop.lrv.lt/en/news/relaxing-lockdown-rules,Jun,Enter number 1-31 here,12,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Lithuania,12692,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",RM16,https://web.archive.org/web/20200616112507/http://koronastop.lrv.lt/lt/naujienos/i-lietuva-vis-dar-draudziama-atvykti-is-portugalijos-jungtines-karalystes-ir-svedijos,Jun,Enter number 1-31 here,15,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Lithuania,RM16,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",3426,https://web.archive.org/web/2020*/https://koronastop.lrv.lt/en/news/no-restrictions-on-arrivals-of-foreigners-from-29-countries-including-the-united-kingdom,Jun,Enter number 1-31 here,29,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Lithuania,3426,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",4400,https://web.archive.org/web/20200715183730/https://koronastop.lrv.lt/en/news/unrestricted-arrivals-from-28-countries,Jul,Enter number 1-31 here,7,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Lithuania,3426,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",4400,https://web.archive.org/web/20200715183730/https://koronastop.lrv.lt/en/news/unrestricted-arrivals-from-28-countries,Jul,Enter number 1-31 here,7,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Lithuania,4400,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",12690,https://web.archive.org/web/20200622033347/http://koronastop.lrv.lt/en/news/green-light-for-resumption-of-flights-to-more-german-airports-and-to-the-netherlands,Jul,Enter number 1-31 here,13,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Lithuania,12690,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",16077,https://web.archive.org/web/20200622033347/http://koronastop.lrv.lt/en/news/green-light-for-resumption-of-flights-to-more-german-airports-and-to-the-netherlands,Jul,Enter number 1-31 here,20,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Lithuania,16077,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",LF89,https://web.archive.org/web/20200809000345/https://koronastop.lrv.lt/en/news/update-mandatory-isolation-for-lithuanian-citizens-returning-from-spain,Jul,Enter number 1-31 here,27,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Lithuania,LF89,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),,https://web.archive.org/web/20200804120222/https://koronastop.lrv.lt/en/news/changes-in-the-list-of-european-countries-isolation-will-be-mandatory-for-arrivals-from-france-and-malta,Aug,Enter number 1-31 here,3,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Lithuania,LF91,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20200818010105/https://koronastop.lrv.lt/en/news/updated-procedure-for-arrivals-from-european-countries,Aug,Enter number 1-31 here,17,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Lithuania,LF92,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20210117033753/https://lrv.lt/en/news/suspension-of-passenger-flights-from-the-united-kingdom,Dec,Enter number 1-31 here,31,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Lithuania,RM17,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",LF91,https://web.archive.org/web/20201020143317/https://koronastop.lrv.lt/en/news/restrictions-on-arrivals-from-poland-the-netherlands-iceland-and-cyprus,Aug,Enter number 1-31 here,10,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Qatar,346,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20210107083727/https://qa.usembassy.gov/covid-19-information-3/,Aug,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Kuwait,MW23,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",MW24,https://web.archive.org/web/20200824084715/https://www.raya.com/2020/08/23/%d8%a7%d9%84%d9%83%d9%88%d9%8a%d8%aa-%d8%aa%d8%ad%d8%b8%d8%b1-%d8%a7%d9%84%d8%b1%d8%ad%d9%84%d8%a7%d8%aa-%d8%a7%d9%84%d9%82%d8%a7%d8%af%d9%85%d8%a9-%d9%85%d9%86-%d8%a3%d9%81%d8%ba%d8%a7%d9%86%d8%b3/,Aug,Enter number 1-31 here,23,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Kuwait,MW24,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",MW25,https://web.archive.org/web/20210521200213/https://pbs.twimg.com/media/EiIG5X4WAAE0cY2?format=jpg&name=large,Sept,Enter number 1-31 here,17,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Costa Rica,1311,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20200902225512/https://cr.usembassy.gov/covid-19-information/,Sept,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Libya,735,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20210523192318/https://www.libyaobserver.ly/inbrief/pc-extends-ban-civil-aviation-another-two-weeks,Apr,Enter number 1-31 here,21,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Russian Federation,5077,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20210314000555/https://www.themoscowtimes.com/2020/07/24/russia-to-resume-flights-with-britain-turkey-tanzania-from-aug-1-a70972,Aug,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",South Korea,JF45,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),,https://web.archive.org/web/20210524195048/https://overseas.mofa.go.kr/gb-ko/brd/m_21426/view.do?seq=1344994&srchFr=&srchTo=&srchWord=&srchTp=&multi_itm_seq=0&itm_seq_1=0&itm_seq_2=0&company_cd=&company_nm=&page=1,Apr,Enter number 1-31 here,27,,,2021
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Hungary,523,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",2434,https://web.archive.org/web/20200319214922/http://www.police.hu/hu/hirek-es-informaciok/legfrissebb-hireink/hatarrendeszet/nem-utazhatnak-be-kulfoldiek-magyarorszagra,Mar,Enter number 1-31 here,17,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Hungary,2452,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",2434,https://web.archive.org/web/20200319214922/http://www.police.hu/hu/hirek-es-informaciok/legfrissebb-hireink/hatarrendeszet/nem-utazhatnak-be-kulfoldiek-magyarorszagra,Mar,Enter number 1-31 here,17,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Hungary,12898,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",140076,https://web.archive.org/web/20200929234126/https://konzuliszolgalat.kormany.hu/tajekoztato-a-covid-19-jarvany-miatti-magyarorszagra-torteno-belepesi-korlatozasokrol,Sept,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Hungary,7901,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",12898,https://web.archive.org/web/20200726113402/https://konzuliszolgalat.kormany.hu/tajekoztato-a-covid-19-jarvany-miatti-magyarorszagra-torteno-belepesi-korlatozasokrol,Jul,Enter number 1-31 here,15,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Hungary,2434,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",7901,https://web.archive.org/web/20200805112606/https://konzuliszolgalat.kormany.hu/information-on-hungarian-entry-requirements-due-to-covid-19-situation,Jun,Enter number 1-31 here,17,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Hong Kong,HK03,"No, this policy has an end date but no new policy",,,Jun,Enter number 1-31 here,1,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Iraq,IQ07,"No, this policy has an end date but no new policy",,,Jan,Enter number 1-31 here,5,,,2021
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Taiwan,TW02,"No, this policy has an end date but no new policy",,,Apr,"Enter number 1-31 here,Enter source link for your date decision.",30,https://web.archive.org/web/20210502061110/https://www.cdc.gov.tw/En/Bulletin/Detail/wX8RXYe3lmYRgHFCGpKbgg?typeid=158,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Taiwan,TW03,"No, this policy has an end date but no new policy",,,Jun,"Enter number 1-31 here,Enter source link for your date decision.",29,https://web.archive.org/web/20210611020044/https://en.mofa.gov.tw/News_Content.aspx?n=1329&s=93643,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Singapore,SG06,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",SG04,https://web.archive.org/web/20200608011650/https://www.moh.gov.sg/news-highlights/details/extension-of-precautionary-measures-to-minimise-risk-of-community-spread-in-singapore,Feb,"Enter number 1-31 here,Enter source link for your date decision.",1,https://web.archive.org/web/20200608011650/https://www.moh.gov.sg/news-highlights/details/extension-of-precautionary-measures-to-minimise-risk-of-community-spread-in-singapore,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.", Australia,138822,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),,https://web.archive.org/web/20210613040458/https://covid19.govt.nz/travel/quarantine-free-travel/australia/travel-from-australia-to-new-zealand/what-to-do-before-you-travel-australia-to-nz/,Apr,Enter number 1-31 here,19,,,2021
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Canada,JF60,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20210107084418/https://www.ctvnews.ca/politics/ban-on-u-k-flights-to-canada-to-expire-wednesday-as-testing-scheme-takes-effect-1.5255955,Jan,Enter number 1-31 here,6,,,2021
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.",Croatia,JF57,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20210409105018/https://www.mirror.co.uk/travel/europe/croatia-reopen-brits-uk-restrictions-23863545,Apr,Enter number 1-31 here,1,,,2021
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Switzerland,827,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",LF33,https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2020/141/20200326/en/pdf-a/fedlex-data-admin-ch-eli-cc-2020-141-20200326-en-pdf-a.pdf,Mar,"Enter number 1-31 here,Enter any notes or clarifications which would explain to a user of the data why you recorded the date you did.",25,,Replaced by LF33,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Switzerland,827,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",LF33,https://web.archive.org/web/20210512052458/https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2020/141/20200326/en/pdf-a/fedlex-data-admin-ch-eli-cc-2020-141-20200326-en-pdf-a.pdf,Mar,Enter number 1-31 here,25,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Switzerland,834,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",LF33,https://web.archive.org/web/20210512052458/https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/cc/2020/141/20200326/en/pdf-a/fedlex-data-admin-ch-eli-cc-2020-141-20200326-en-pdf-a.pdf,Mar,Enter number 1-31 here,25,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Netherlands,LF57,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20210615001544/https://www.government.nl/latest/news/2021/06/02/flight-ban-replaced-by-self-quarantine-and-two-negative-test-result-requirements,Jun,Enter number 1-31 here,1,,,2021
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Netherlands,LF49,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20200513071423/https://www.schiphol.nl/en/messages/coronavirus-update,Apr,Enter number 1-31 here,17,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Netherlands,LF50,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20200513071423/https://www.schiphol.nl/en/messages/coronavirus-update,Apr,Enter number 1-31 here,17,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Netherlands,LF51,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20200513071423/https://www.schiphol.nl/en/messages/coronavirus-update,Apr,Enter number 1-31 here,17,,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Luxembourg,AB4,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20210112171618/http://legilux.public.lu/eli/etat/leg/rgd/2021/01/09/a13/jo,Jan,Enter number 1-31 here,11,,,2021
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Luxembourg,LF69,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",AB4,https://web.archive.org/web/20210206025517/https:/covid19.public.lu/en/travellers/visiting-luxembourg.html,Jan,Enter number 1-31 here,11,,,2021
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Ireland,MG103,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20210311175719/https://www.gov.ie/en/press-release/4a0ca-48-hours-ban-on-flights-to-ireland-from-great-britain/,Dec,"Enter number 1-31 here,Enter any notes or clarifications which would explain to a user of the data why you recorded the date you did.",22,,No extension of policy evident,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Ireland,137853,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",MG41,https://web.archive.org/web/20201114163633/http://www.inis.gov.ie/en/INIS/Pages/visas-updates,Sept,"Enter number 1-31 here,Enter source link for your date decision.",25,https://web.archive.org/web/20201114163633/http://www.inis.gov.ie/en/INIS/Pages/visas-updates,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Ireland,MG40,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",137853,https://web.archive.org/web/20201117221723/https://www.gov.ie/en/press-release/10d95-temporary-suspension-of-irish-short-stay-visa-waiver-programme-as-part-of-covid-19-measures-to-restrict-travel-and-protect-public-health/,Jul,"Enter number 1-31 here,Enter source link for your date decision.",10,https://web.archive.org/web/20201117221723/https://www.gov.ie/en/press-release/10d95-temporary-suspension-of-irish-short-stay-visa-waiver-programme-as-part-of-covid-19-measures-to-restrict-travel-and-protect-public-health/,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Ireland,MG39,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",MG40,https://web.archive.org/web/20201114163633/http:/www.inis.gov.ie/en/INIS/Pages/visas-updates,Jun,"Enter number 1-31 here,Enter source link for your date decision.",22,https://web.archive.org/web/20201114163633/http:/www.inis.gov.ie/en/INIS/Pages/visas-updates,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Germany,LF11,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",LF12,https://web.archive.org/web/20210131140110/https://www.bmi.bund.de/SharedDocs/faqs/DE/themen/bevoelkerungsschutz/coronavirus/coronavirus-faqs.html,Feb,Enter number 1-31 here,1,,,2021
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Germany,403,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20200613053431/https://www.bmi.bund.de/SharedDocs/pressemitteilungen/DE/2020/05/aenderungen-im-grenzregime.html,May,"Enter number 1-31 here,Enter source link for your date decision.",16,https://web.archive.org/web/20200613053431/https://www.bmi.bund.de/SharedDocs/pressemitteilungen/DE/2020/05/aenderungen-im-grenzregime.html,,2020
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Germany,LF19,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",LF20,https://web.archive.org/web/20210320210123/https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Risikogebiete_neu.html,Mar,Enter number 1-31 here,21,,,2021
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Germany,LF18,"Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another),No, this policy has an end date but no new policy",,https://web.archive.org/web/20210328045107/https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Risikogebiete_neu.html,Mar,"Enter number 1-31 here,Enter source link for your date decision.",27,https://web.archive.org/web/20210328045107/https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Risikogebiete_neu.html,,2021
"Country name,POLICY ID Number (found in first column, titled POLICY ID); if you're adding an end date to an unassigned policy, use the newly generated policy ID.,Check if you are clarifying a mistake on a previous policy already submitted.",Germany,LF15,"Enter policy ID number of superseding policy here,Enter wayback source link if there is language which clearly indicates this policy has ended (or been superseded by another)",LF19,https://web.archive.org/web/20210312153458/https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Risikogebiete_neu.html,Mar,"Enter number 1-31 here,Enter source link for your date decision.",13,https://web.archive.org/web/20210312153458/https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Risikogebiete_neu.html,,2021
